id_venda;id_pedido;id_produto;id_cliente;id_loja;data_pedido;quantidade;preco_unitario;valor_desconto;custo_frete;status_pedido;metodo_pagamento;nota_fiscal;nome_produto;categoria_produto;subcategoria_produto;preco_custo;preco_venda;peso_kg;fornecedor_id;nome_fornecedor;data_cadastro_produto;em_estoque;nome_cliente;email_cliente;telefone_cliente;data_cadastro_cliente;segmento_cliente;cidade_cliente;estado_cliente;nome_loja;endereco_loja;cidade_loja;estado_loja;regiao_loja;gerente_loja;data_inauguracao;tipo_loja
1635;168;2;1;8;07/03/2023;4.0;201.84;0.0;36.5;Concluído;Boleto;NF-92299;Produto 2;Móveis;Mesas;73.37;185.0;28.54;15;Fornecedor 9;08/09/2023;False;Cliente 1;cliente1@email.com;(11) 94149-2547;10/10/2022;Corporativo;Porto Alegre;RS;Loja 8;Endereço da Loja 8;São Paulo;SP;Sul;Gerente 8;22/04/2018;Rua
1636;72;18;16;10;10/12/2023;3.0;634.91;552.37;7.46;Concluído;Boleto;NF-95134;Produto 18;Alimentos;Carnes;249.64;629.59;38.4;1;Fornecedor 3;27/11/2023;True;Cliente 16;cliente16@email.com;(11) 91066-8901;19/09/2022;Corporativo;Recife;RJ;Loja 10;Endereço da Loja 10;Porto Alegre;RS;Sudeste;Gerente 10;09/08/2017;Centro Comercial
1637;136;11;25;6;20/05/2023;9.0;551.46;1141.52;32.08;Concluído;Cartão de Crédito;NF-57835;Produto 11;Alimentos;Bebidas;339.48;595.66;19.04;12;;06/12/2022;True;Cliente 25;cliente25@email.com;(11) 97652-4375;01/01/2022;Varejo;São Paulo;MG;Loja 6;Endereço da Loja 6;São Paulo;SP;Sudeste;Gerente 6;22/09/2020;Rua
1638;299;63;3;2;30/01/2023;9.0;958.94;2330.22;34.97;Concluído;Dinheiro;NF-11382;Produto 63;Eletrônicos;Áudio;186.77;964.66;31.87;15;Fornecedor 8;01/01/2022;True;Cliente 3;cliente3@email.com;(11) 93526-7602;23/04/2022;Premium;Belo Horizonte;RS;Loja 2;Endereço da Loja 2;Porto Alegre;RS;Sudeste;Gerente 2;09/11/2017;Centro Comercial
1639;122;30;30;6;12/05/2023;5.0;627.38;345.06;13.87;Cancelado;Cartão de Crédito;NF-79590;Produto 30;Móveis;Camas;313.04;656.76;18.74;15;Fornecedor 9;22/11/2023;True;Cliente 30;cliente30@email.com;(11) 92465-5771;06/09/2022;Varejo;São Paulo;PE;Loja 6;Endereço da Loja 6;Recife;PE;Sudeste;Gerente 6;11/10/2018;Rua
1640;232;37;19;7;19/10/2023;4.0;88.63;28.36;10.57;Concluído;Dinheiro;NF-60298;Produto 37;Livros;Ficção;466.37;95.52;35.4;13;Fornecedor 14;21/11/2023;True;Cliente 19;cliente19@email.com;(11) 97314-6595;23/03/2022;Premium;Belo Horizonte;PE;Loja 7;Endereço da Loja 7;São Paulo;SP;Nordeste;Gerente 7;28/02/2018;Centro Comercial
1641;300;98;45;4;09/03/2023;7.0;1063.37;1042.1;8.13;Concluído;Boleto;NF-68116;Produto 98;Eletrônicos;Áudio;373.2;984.99;11.95;11;Fornecedor 2;14/12/2022;True;Cliente 45;cliente45@email.com;(11) 94476-5183;28/04/2022;Premium;Recife;SP;Loja 4;Endereço da Loja 4;Porto Alegre;RS;Nordeste;Gerente 4;18/04/2020;Shopping
1642;291;89;31;3;27/03/2023;7.0;192.87;67.5;31.14;Concluído;Pix;NF-27534;Produto 89;Roupas;Calçados;375.33;189.85;45.26;6;Fornecedor 9;22/12/2022;True;Cliente 31;cliente31@email.com;(11) 96118-8543;10/11/2022;Premium;Porto Alegre;RS;Loja 3;Endereço da Loja 3;São Paulo;SP;Sudeste;Gerente 3;10/03/2015;Shopping
1643;78;81;36;10;05/10/2023;3.0;406.24;121.87;33.45;Concluído;Cartão de Crédito;NF-88128;Produto 81;Alimentos;Bebidas;45.95;407.87;47.87;7;Fornecedor 2;21/03/2023;True;Cliente 36;cliente36@email.com;(11) 98140-6287;27/02/2022;Corporativo;São Paulo;PE;Loja 10;Endereço da Loja 10;Recife;PE;Nordeste;Gerente 10;26/01/2017;Shopping
1644;301;68;42;5;09/01/2023;3.0;727.48;392.84;9.27;Concluído;Dinheiro;NF-82131;Produto 68;Móveis;Camas;139.42;673.98;24.13;2;Fornecedor 7;09/07/2023;True;Cliente 42;cliente42@email.com;(11) 98579-5390;10/05/2022;Varejo;Recife;RS;Loja 5;Endereço da Loja 5;Recife;PE;Nordeste;Gerente 5;03/04/2018;Rua
1645;302;66;7;6;06/09/2023;6.0;458.77;495.47;41.46;Concluído;Boleto;NF-92274;Produto 66;Roupas;Vestidos;159.45;430.57;2.06;6;Fornecedor 3;03/11/2022;False;Cliente 7;cliente7@email.com;(11) 94162-4880;23/07/2022;Corporativo;São Paulo;SP;Loja 6;Endereço da Loja 6;São Paulo;SP;Sul;Gerente 6;14/02/2018;Shopping
1646;167;66;28;3;27/03/2023;6.0;896.52;53.79;49.23;Concluído;Dinheiro;NF-30898;Produto 66;Roupas;Vestidos;95.93;944.87;13.82;11;Fornecedor 6;13/06/2023;True;Cliente 28;cliente28@email.com;(11) 96196-3317;29/06/2022;Varejo;Recife;RS;Loja 3;Endereço da Loja 3;Recife;PE;Sul;Gerente 3;02/08/2019;Rua
1647;259;51;31;8;08/06/2023;9.0;980.77;264.81;40.23;Concluído;Pix;NF-32617;Produto 51;Móveis;Mesas;454.6;961.93;20.78;14;Fornecedor 13;22/07/2022;True;Cliente 31;cliente31@email.com;(11) 95101-4217;24/02/2022;Corporativo;Belo Horizonte;SP;Loja 8;Endereço da Loja 8;São Paulo;SP;Sudeste;Gerente 8;27/05/2015;Shopping
1648;256;74;32;5;07/07/2023;9.0;344.47;248.02;43.95;Em processamento;Pix;NF-74643;Produto 74;Alimentos;Bebidas;314.2;329.36;23.72;15;Fornecedor 10;18/05/2023;False;Cliente 32;cliente32@email.com;(11) 95896-1122;27/09/2022;Premium;Rio de Janeiro;SP;Loja 5;Endereço da Loja 5;Porto Alegre;RS;Sudeste;Gerente 5;02/12/2015;Rua
1649;234;93;50;8;20/09/2023;3.0;514.31;246.87;46.46;Concluído;Cartão de Crédito;NF-20253;Produto 93;Livros;Biografias;467.66;531.48;5.53;4;Fornecedor 5;23/11/2023;False;Cliente 50;cliente50@email.com;(11) 98809-7110;10/04/2022;Premium;Porto Alegre;RS;Loja 8;Endereço da Loja 8;Rio de Janeiro;RJ;Sudeste;Gerente 8;31/05/2019;Rua
1650;299;77;4;9;10/10/2023;7.0;760.68;266.24;38.83;Concluído;Boleto;NF-79719;Produto 77;Móveis;Camas;133.26;731.04;45.61;4;Fornecedor 6;14/09/2023;False;Cliente 4;cliente4@email.com;(11) 93336-7217;18/11/2022;Varejo;São Paulo;RS;Loja 9;Endereço da Loja 9;Belo Horizonte;MG;Sul;Gerente 9;11/09/2019;Rua
1651;19;27;11;5;08/06/2023;4.0;1019.94;285.58;29.11;Concluído;Cartão de Crédito;NF-88048;Produto 27;Eletrônicos;Smartphones;150.42;976.15;40.19;12;Fornecedor 2;28/04/2022;True;Cliente 11;cliente11@email.com;(11) 97043-8138;19/03/2022;Premium;Rio de Janeiro;PE;Loja 5;Endereço da Loja 5;São Paulo;SP;Nordeste;Gerente 5;06/07/2018;Shopping
1652;32;23;35;10;01/08/2023;7.0;160.54;202.28;23.62;Concluído;Dinheiro;NF-52131;Produto 23;Móveis;Sofás;241.78;170.44;23.25;4;Fornecedor 14;03/07/2022;False;Cliente 35;cliente35@email.com;(11) 97336-6479;05/04/2022;Premium;Porto Alegre;RS;Loja 10;Endereço da Loja 10;Rio de Janeiro;RJ;Sul;Gerente 10;29/09/2015;Shopping
1653;303;97;41;4;15/01/2023;1.0;750.54;127.59;47.11;Concluído;Cartão de Crédito;NF-20043;Produto 97;Roupas;Jaquetas;307.05;724.83;30.03;5;Fornecedor 5;14/10/2022;True;Cliente 41;cliente41@email.com;(11) 92790-4017;17/12/2022;Premium;Belo Horizonte;RJ;Loja 4;Endereço da Loja 4;Porto Alegre;RS;Sudeste;Gerente 4;02/04/2019;Shopping
1654;275;75;48;5;23/04/2023;5.0;984.24;49.21;37.32;Concluído;Pix;NF-45271;Produto 75;Livros;Autoajuda;281.1;976.88;12.16;11;Fornecedor 15;04/03/2023;True;Cliente 48;cliente48@email.com;(11) 93561-5494;20/01/2022;Varejo;Belo Horizonte;RJ;Loja 5;Endereço da Loja 5;São Paulo;SP;Sudeste;Gerente 5;15/09/2018;Rua
1655;138;90;9;1;16/02/2023;8.0;162.62;156.12;9.21;Concluído;Cartão de Crédito;NF-18591;Produto 90;Móveis;Camas;395.81;169.86;47.11;9;Fornecedor 3;04/08/2023;True;Cliente 9;cliente9@email.com;(11) 99082-5415;07/02/2022;Corporativo;Rio de Janeiro;PE;Loja 1;Endereço da Loja 1;Recife;PE;Nordeste;Gerente 1;10/09/2018;Shopping
1656;296;82;36;8;22/01/2023;2.0;;205.94;6.57;Concluído;Cartão de Crédito;NF-33520;Produto 82;Roupas;Calças;337.06;952.92;44.21;15;Fornecedor 7;30/10/2023;True;Cliente 36;cliente36@email.com;(11) 99036-6898;11/05/2022;Corporativo;Recife;RJ;Loja 8;Endereço da Loja 8;Porto Alegre;RS;Nordeste;Gerente 8;28/03/2020;Centro Comercial
1657;204;26;12;6;15/12/2023;5.0;294.95;14.75;5.46;Concluído;Dinheiro;NF-96176;Produto 26;Livros;Ficção;323.55;311.69;31.1;12;Fornecedor 10;05/02/2022;False;Cliente 12;cliente12@email.com;(11) 91469-9500;16/07/2022;Premium;Rio de Janeiro;SP;Loja 6;Endereço da Loja 6;Porto Alegre;RS;Sudeste;Gerente 6;06/02/2020;Centro Comercial
1658;41;64;22;9;18/10/2023;8.0;328.1;498.71;12.65;Concluído;Pix;NF-22425;Produto 64;Livros;Infantis;354.18;356.53;7.8;5;Fornecedor 13;02/09/2023;True;Cliente 22;cliente22@email.com;(11) 92108-2586;05/04/2022;Corporativo;São Paulo;MG;Loja 9;Endereço da Loja 9;São Paulo;SP;Nordeste;Gerente 9;17/01/2018;Centro Comercial
1659;89;89;30;10;14/02/2023;1.0;222.73;28.95;24.41;Concluído;Cartão de Crédito;NF-91396;Produto 89;Roupas;Calças;294.94;234.1;24.04;9;Fornecedor 8;28/05/2023;True;Cliente 30;cliente30@email.com;(11) 93101-1159;14/08/2022;Varejo;Recife;RJ;Loja 10;Endereço da Loja 10;Rio de Janeiro;RJ;Nordeste;Gerente 10;20/07/2015;Centro Comercial
1660;304;28;35;1;13/10/2023;7.0;507.32;248.59;31.45;Concluído;Pix;NF-75086;Produto 28;Roupas;Jaquetas;81.12;492.57;20.83;7;Fornecedor 6;21/09/2023;True;Cliente 35;cliente35@email.com;(11) 94670-5644;05/05/2022;Premium;São Paulo;RJ;Loja 1;Endereço da Loja 1;Rio de Janeiro;RJ;Nordeste;Gerente 1;18/10/2015;Centro Comercial
1661;305;71;23;3;26/09/2023;7.0;424.15;653.19;11.3;Concluído;Cartão de Crédito;NF-70965;Produto 71;Alimentos;Carnes;294.48;442.46;19.29;1;Fornecedor 15;24/12/2022;True;Cliente 23;cliente23@email.com;(11) 95319-7953;08/07/2022;Varejo;Belo Horizonte;RS;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Sudeste;Gerente 3;04/04/2017;Rua
1662;240;22;24;7;05/06/2023;1.0;73.26;3.66;37.08;Concluído;Boleto;NF-86061;Produto 22;ALIMENTOS;Cereais;80.36;79.15;31.7;8;Fornecedor 11;14/01/2023;False;Cliente 24;cliente24@email.com;(11) 91401-9803;11/01/2022;Corporativo;Porto Alegre;RJ;Loja 7;Endereço da Loja 7;Porto Alegre;RS;Nordeste;Gerente 7;08/04/2017;Rua
1663;172;10;35;6;05/11/2023;4.0;703.16;393.77;32.37;Concluído;Dinheiro;NF-51574;Produto 10;Livros;Técnicos;394.21;722.4;30.81;13;Fornecedor 9;06/04/2023;False;Cliente 35;cliente35@email.com;(11) 99713-5937;07/03/2022;Varejo;Recife;SP;Loja 6;Endereço da Loja 6;Belo Horizonte;MG;Nordeste;Gerente 6;30/06/2016;Shopping
1664;176;53;17;10;09/11/2023;4.0;431.2;103.49;27.85;Concluído;Cartão de Crédito;NF-83913;Produto 53;Roupas;Jaquetas;34.81;458.1;22.05;3;Fornecedor 8;10/08/2022;False;Cliente 17;cliente17@email.com;(11) 96865-1797;09/04/2022;Premium;Rio de Janeiro;SP;Loja 10;Endereço da Loja 10;Porto Alegre;RS;Sul;Gerente 10;18/07/2019;Rua
1665;141;38;50;2;22/07/2023;8.0;386.41;432.78;30.57;Em processamento;Cartão de Crédito;NF-55673;Produto 38;Roupas;Camisetas;364.02;380.15;48.29;5;Fornecedor 1;26/04/2022;True;Cliente 50;cliente50@email.com;(11) 94232-9439;14/05/2022;Corporativo;São Paulo;SP;Loja 2;Endereço da Loja 2;São Paulo;SP;Nordeste;Gerente 2;04/01/2017;Centro Comercial
1666;168;81;9;2;06/04/2023;7.0;362.63;279.23;23.75;Concluído;Dinheiro;NF-85151;Produto 81;Roupas;Jaquetas;381.64;337.7;44.15;2;Fornecedor 14;30/06/2023;True;Cliente 9;cliente9@email.com;(11) 95988-3201;19/06/2022;Varejo;Recife;RJ;Loja 2;Endereço da Loja 2;Porto Alegre;RS;Sudeste;Gerente 2;07/07/2019;Rua
1667;49;16;7;6;31/10/2023;7.0;976.66;957.13;48.85;Em processamento;Boleto;NF-84444;Produto 16;Móveis;Cadeiras;129.56;891.57;13.83;14;Fornecedor 1;05/08/2023;False;Cliente 7;cliente7@email.com;(11) 95464-2845;22/05/2022;Premium;Porto Alegre;MG;Loja 6;Endereço da Loja 6;São Paulo;SP;Nordeste;Gerente 6;13/03/2016;Shopping
1668;215;19;5;6;02/02/2023;2.0;837.72;418.86;34.77;Concluído;Pix;NF-88761;Produto 19;Móveis;Camas;96.92;815.8;47.46;6;Fornecedor 9;30/12/2023;True;Cliente 5;cliente5@email.com;(11) 92670-4364;09/03/2022;Varejo;São Paulo;SP;Loja 6;Endereço da Loja 6;Porto Alegre;RS;Nordeste;Gerente 6;01/09/2018;Centro Comercial
1669;149;13;39;10;02/08/2023;;829.81;8.3;22.19;Concluído;Pix;NF-80672;Produto 13;Alimentos;Cereais;52.82;770.71;2.68;4;Fornecedor 3;28/02/2023;False;Cliente 39;cliente39@email.com;(11) 98585-6621;23/03/2022;Corporativo;Recife;RS;Loja 10;Endereço da Loja 10;Rio de Janeiro;RJ;Sudeste;Gerente 10;07/04/2017;Centro Comercial
1670;223;32;21;1;17/02/2023;8.0;666.36;426.47;48.35;Em processamento;Boleto;NF-97012;Produto 32;Móveis;Mesas;142.06;701.95;23.39;1;Fornecedor 6;10/04/2023;True;Cliente 21;cliente21@email.com;(11) 94543-5886;02/02/2022;Corporativo;Recife;MG;Loja 1;Endereço da Loja 1;São Paulo;SP;Sudeste;Gerente 1;18/02/2018;Shopping
1671;28;69;33;10;27/02/2023;7.0;940.45;131.66;48.9;Concluído;Pix;NF-53837;Produto 69;Livros;Infantis;267.95;952.53;4.25;2;Fornecedor 6;18/10/2023;True;Cliente 33;cliente33@email.com;(11) 97090-6495;26/10/2022;Corporativo;São Paulo;RJ;Loja 10;Endereço da Loja 10;Rio de Janeiro;RJ;Sudeste;Gerente 10;05/09/2017;Shopping
1672;54;20;7;2;22/06/2023;7.0;142.32;249.06;46.93;Concluído;Pix;NF-88134;Produto 20;Móveis;Cadeiras;245.67;154.67;44.78;3;Fornecedor 5;07/09/2022;True;Cliente 7;cliente7@email.com;(11) 96051-7111;23/10/2022;Premium;Porto Alegre;SP;Loja 2;Endereço da Loja 2;São Paulo;SP;Sudeste;Gerente 2;20/03/2017;Rua
1673;306;33;19;9;18/04/2023;9.0;457.72;453.14;40.8;Concluído;Boleto;NF-24264;Produto 33;Eletrônicos;Smartphones;50.33;463.05;37.47;9;Fornecedor 1;06/08/2022;True;Cliente 19;cliente19@email.com;(11) 96504-9020;05/03/2022;Corporativo;Porto Alegre;PE;Loja 9;Endereço da Loja 9;Porto Alegre;RS;Sul;Gerente 9;21/02/2018;Shopping
1674;307;17;48;1;14/11/2023;1.0;495.87;148.76;11.54;Concluído;Cartão de Crédito;NF-53209;Produto 17;Eletrônicos;Áudio;344.61;538.17;25.59;14;Fornecedor 1;30/01/2022;False;Cliente 48;cliente48@email.com;(11) 95105-5454;03/10/2022;Varejo;São Paulo;RS;Loja 1;Endereço da Loja 1;Rio de Janeiro;RJ;Nordeste;Gerente 1;21/09/2016;Shopping
1675;23;12;14;2;14/03/2023;9.0;798.75;0.0;44.51;Concluído;Cartão de Crédito;NF-42519;Produto 12;Alimentos;Carnes;351.21;761.06;37.15;5;Fornecedor 3;02/05/2023;False;Cliente 14;cliente14@email.com;(11) 97884-3377;15/07/2022;Corporativo;Recife;PE;Loja 2;Endereço da Loja 2;Recife;PE;Nordeste;Gerente 2;13/02/2019;Centro Comercial
1676;30;68;39;9;07/05/2023;1.0;901.19;81.11;43.45;Concluído;Boleto;NF-35372;Produto 68;Eletrônicos;Smartphones;12.43;824.71;17.75;3;Fornecedor 8;18/04/2022;True;Cliente 39;cliente39@email.com;(11) 97670-8089;14/07/2022;Varejo;Recife;RJ;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Sudeste;Gerente 9;29/10/2017;Rua
1677;163;88;45;2;07/06/2023;3.0;836.49;250.95;26.47;Concluído;Dinheiro;NF-56016;Produto 88;Livros;Infantis;168.13;864.25;48.41;10;Fornecedor 11;13/11/2023;True;Cliente 45;cliente45@email.com;(11) 91485-2386;26/01/2022;Varejo;Porto Alegre;PE;Loja 2;Endereço da Loja 2;Rio de Janeiro;RJ;Sudeste;Gerente 2;11/09/2016;Shopping
1678;308;90;13;3;27/09/2023;2.0;106.98;34.23;43.6;Concluído;Pix;NF-73391;Produto 90;Livros;Autoajuda;361.37;108.0;35.2;14;Fornecedor 2;16/12/2022;True;Cliente 13;cliente13@email.com;(11) 95493-2973;29/05/2022;Varejo;Rio de Janeiro;PE;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Sudeste;Gerente 3;03/04/2020;Centro Comercial
1679;198;31;43;9;01/11/2023;5.0;14.77;15.51;28.28;Concluído;Boleto;NF-71455;Produto 31;Roupas;Vestidos;19.56;14.0;39.67;4;Fornecedor 9;07/10/2023;True;Cliente 43;cliente43@email.com;(11) 93108-6020;30/04/2022;Corporativo;Belo Horizonte;MG;Loja 9;Endereço da Loja 9;São Paulo;SP;Sul;Gerente 9;22/03/2019;Centro Comercial
1680;18;62;19;10;21/01/2023;6.0;856.12;719.14;45.13;Em processamento;Boleto;NF-16511;Produto 62;Livros;Ficção;462.07;889.79;8.11;14;Fornecedor 7;19/09/2023;True;Cliente 19;cliente19@email.com;(11) 95852-5976;10/07/2022;Premium;São Paulo;MG;Loja 10;Endereço da Loja 10;Recife;PE;Nordeste;Gerente 10;13/08/2018;Centro Comercial
1681;309;17;14;1;21/12/2023;3.0;534.29;64.11;36.16;Concluído;Dinheiro;NF-68559;Produto 17;Móveis;Mesas;383.02;574.79;25.0;2;Fornecedor 14;09/11/2023;False;Cliente 14;cliente14@email.com;(11) 95740-1407;02/06/2022;Corporativo;Rio de Janeiro;MG;Loja 1;Endereço da Loja 1;Recife;PE;Sudeste;Gerente 1;02/06/2020;Shopping
1682;120;33;13;5;07/06/2023;5.0;489.01;195.6;31.75;Concluído;Cartão de Crédito;NF-38459;Produto 33;Livros;Autoajuda;398.23;485.14;17.26;11;Fornecedor 4;10/11/2023;True;Cliente 13;cliente13@email.com;(11) 93156-6454;14/05/2022;Premium;Recife;RJ;Loja 5;Endereço da Loja 5;São Paulo;SP;Sul;Gerente 5;07/03/2016;Centro Comercial
1683;310;25;39;6;10/04/2023;4.0;85.65;10.28;11.12;Concluído;Cartão de Crédito;NF-93645;Produto 25;Eletrônicos;Smartphones;390.96;85.53;2.75;8;Fornecedor 15;18/12/2023;False;Cliente 39;cliente39@email.com;(11) 93393-5080;17/11/2022;Premium;São Paulo;SP;Loja 6;Endereço da Loja 6;São Paulo;SP;Sudeste;Gerente 6;03/11/2020;Shopping
1684;137;27;44;7;15/09/2023;2.0;390.64;125.0;43.51;Concluído;Pix;NF-30320;Produto 27;Eletrônicos;Tablets;83.84;383.22;31.18;9;Fornecedor 13;12/11/2022;True;Cliente 44;cliente44@email.com;(11) 95221-7978;20/08/2022;Corporativo;Porto Alegre;PE;Loja 7;Endereço da Loja 7;Porto Alegre;RS;Sul;Gerente 7;23/09/2020;Shopping
1685;2;75;24;7;12/02/2023;7.0;851.35;1728.24;23.56;Concluído;Boleto;NF-16599;Produto 75;Alimentos;Congelados;268.64;843.88;29.92;5;Fornecedor 11;27/03/2022;True;Cliente 24;cliente24@email.com;(11) 97472-8408;02/01/2022;Corporativo;Belo Horizonte;RJ;Loja 7;Endereço da Loja 7;Porto Alegre;RS;Nordeste;Gerente 7;20/12/2018;Rua
1686;311;81;33;3;31/10/2023;3.0;317.54;200.05;17.5;Concluído;Dinheiro;NF-55122;Produto 81;Alimentos;Bebidas;400.64;307.92;36.99;11;Fornecedor 3;02/09/2023;True;Cliente 33;cliente33@email.com;(11) 94876-6881;29/10/2022;Premium;Belo Horizonte;MG;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Sudeste;Gerente 3;09/03/2019;Rua
1687;276;91;38;3;23/01/2023;9.0;136.08;110.22;32.31;Em processamento;Cartão de Crédito;NF-29841;Produto 91;Móveis;Camas;452.79;124.73;32.64;3;Fornecedor 7;01/12/2022;True;Cliente 38;cliente38@email.com;(11) 96276-2526;16/07/2022;Corporativo;Rio de Janeiro;PE;Loja 3;Endereço da Loja 3;Recife;PE;Nordeste;Gerente 3;13/12/2020;Centro Comercial
1688;112;1;7;4;14/09/2023;9.0;450.38;810.68;5.71;Em processamento;Pix;NF-51053;Produto 1;Alimentos;Bebidas;332.99;422.42;46.25;12;Fornecedor 4;30/05/2023;True;Cliente 7;cliente7@email.com;(11) 95289-1811;28/07/2022;Premium;Porto Alegre;RJ;Loja 4;Endereço da Loja 4;Rio de Janeiro;RJ;Sul;Gerente 4;30/05/2020;Shopping
1689;245;71;31;2;01/10/2023;9.0;849.6;1376.35;12.7;Em processamento;Boleto;NF-90402;Produto 71;Móveis;Cadeiras;155.69;792.55;11.45;6;Fornecedor 5;09/07/2022;False;Cliente 31;cliente31@email.com;(11) 97903-6299;07/01/2022;Corporativo;Belo Horizonte;RS;Loja 2;Endereço da Loja 2;São Paulo;SP;Nordeste;Gerente 2;16/10/2016;Shopping
1690;312;57;22;4;02/05/2023;-2.0;354.25;127.53;39.07;Cancelado;Dinheiro;NF-26674;Produto 57;Roupas;Vestidos;54.01;324.9;23.04;3;Fornecedor 10;05/04/2022;True;Cliente 22;cliente22@email.com;(11) 98804-6568;28/11/2022;Premium;Rio de Janeiro;RS;Loja 4;Endereço da Loja 4;Rio de Janeiro;RJ;Sudeste;Gerente 4;03/09/2017;Rua
1691;313;45;40;9;10/12/2023;8.0;;92.31;41.75;Concluído;Pix;NF-43737;Produto 45;Eletrônicos;Smartphones;63.56;254.02;33.2;13;Fornecedor 9;07/12/2023;True;Cliente 40;cliente40@email.com;(11) 99077-4331;19/07/2022;Corporativo;Recife;RS;Loja 9;Endereço da Loja 9;São Paulo;SP;Nordeste;Gerente 9;06/11/2019;Rua
1692;314;98;30;3;04/09/2023;4.0;675.98;81.12;14.32;Em processamento;Pix;NF-25586;Produto 98;Alimentos;Cereais;69.09;679.2;48.15;15;;28/04/2022;True;Cliente 30;cliente30@email.com;(11) 92038-7567;11/10/2022;Corporativo;Rio de Janeiro;RJ;Loja 3;Endereço da Loja 3;São Paulo;SP;Sudeste;Gerente 3;25/07/2018;Rua
1693;32;29;12;5;23/08/2023;9.0;504.93;1363.31;47.67;Concluído;Cartão de Crédito;NF-20531;Produto 29;Livros;Biografias;349.94;510.61;15.85;5;Fornecedor 7;18/02/2022;True;Cliente 12;cliente12@email.com;(11) 97934-8456;28/06/2022;Premium;Belo Horizonte;RS;Loja 5;Endereço da Loja 5;Porto Alegre;RS;Sudeste;Gerente 5;02/12/2015;Centro Comercial
1694;315;67;40;2;09/06/2023;9.0;705.5;190.48;26.51;Concluído;Cartão de Crédito;NF-32376;Produto 67;Livros;Técnicos;335.54;747.42;32.06;9;Fornecedor 4;25/08/2023;True;Cliente 40;cliente40@email.com;(11) 98489-3999;14/07/2022;Premium;São Paulo;RJ;Loja 2;Endereço da Loja 2;São Paulo;SP;Sudeste;Gerente 2;16/12/2020;Rua
1695;316;69;16;2;13/12/2023;9.0;949.11;2306.34;16.38;Concluído;Cartão de Crédito;NF-34486;Produto 69;Alimentos;Congelados;332.61;864.1;45.33;11;Fornecedor 8;22/06/2023;False;Cliente 16;cliente16@email.com;(11) 94738-4625;27/06/2022;Premium;São Paulo;SP;Loja 2;Endereço da Loja 2;São Paulo;SP;Sudeste;Gerente 2;05/12/2016;Rua
1696;54;63;38;10;07/07/2023;8.0;718.35;287.34;6.91;Concluído;Cartão de Crédito;NF-33896;Produto 63;Roupas;Jaquetas;479.38;775.39;9.99;8;Fornecedor 14;02/05/2023;False;Cliente 38;cliente38@email.com;(11) 95832-3576;29/03/2022;Corporativo;Porto Alegre;RJ;Loja 10;Endereço da Loja 10;Rio de Janeiro;RJ;Sudeste;Gerente 10;08/07/2015;Centro Comercial
1697;13;80;40;7;27/05/2023;6.0;650.23;429.15;23.87;Concluído;Boleto;NF-50074;Produto 80;Alimentos;Bebidas;148.84;640.65;3.52;10;Fornecedor 10;19/05/2022;False;Cliente 40;cliente40@email.com;(11) 95674-1193;26/01/2022;Premium;Porto Alegre;PE;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Sudeste;Gerente 7;30/12/2016;Shopping
1698;192;36;44;9;14/04/2023;4.0;554.62;621.17;22.98;Concluído;Dinheiro;NF-82107;Produto 36;Móveis;Camas;17.82;546.38;27.34;1;Fornecedor 10;25/12/2023;True;Cliente 44;cliente44@email.com;(11) 96155-8405;30/08/2022;Corporativo;Recife;RS;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Sudeste;Gerente 9;04/06/2018;Rua
1699;217;19;11;4;29/11/2023;8.0;56.11;80.8;30.16;Concluído;Pix;NF-43384;Produto 19;Alimentos;Carnes;348.22;53.69;38.61;2;Fornecedor 9;03/06/2023;False;Cliente 11;cliente11@email.com;(11) 91645-1940;30/04/2022;Varejo;Rio de Janeiro;MG;Loja 4;Endereço da Loja 4;São Paulo;SP;Nordeste;Gerente 4;23/11/2020;Centro Comercial
1700;255;87;49;9;02/10/2023;7.0;905.31;1457.55;34.22;Concluído;Boleto;NF-96076;Produto 87;Roupas;Camisetas;128.63;985.67;43.98;6;Fornecedor 15;27/02/2022;True;Cliente 49;cliente49@email.com;(11) 94103-5752;18/06/2022;Premium;Rio de Janeiro;MG;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Nordeste;Gerente 9;22/01/2016;Centro Comercial
1701;191;77;39;3;21/02/2023;3.0;742.26;467.62;5.96;Cancelado;Boleto;NF-13749;Produto 77;Alimentos;Laticínios;281.65;709.31;6.08;6;Fornecedor 12;14/02/2023;True;Cliente 39;cliente39@email.com;(11) 95277-5887;04/06/2022;Premium;Porto Alegre;SP;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Sul;Gerente 3;10/03/2015;Shopping
1702;90;93;39;3;26/12/2023;2.0;595.6;59.56;27.43;Em processamento;Pix;NF-83732;Produto 93;Livros;Ficção;236.67;604.28;13.4;5;Fornecedor 6;07/03/2023;True;Cliente 39;cliente39@email.com;(11) 94542-2373;20/08/2022;Varejo;Porto Alegre;SP;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Sudeste;Gerente 3;28/03/2016;Shopping
